Title,Year,Age,rotten_tomatoes,Netflix,Hulu,prime_video,disneyplus,Type
7500,2019,18+,0.75,0,0,1,0,0
The Fisher King,1991,18+,0.75,0,0,1,0,0
High Noon,1952,7+,0.75,0,0,1,0,0
Phone Booth,2002,18+,0.75,0,0,1,0,0
King Lear,2018,16+,0.75,0,0,1,0,0
Hard Candy,2005,18+,0.75,0,0,1,0,0
The Wicker Man,1973,18+,0.75,0,0,1,0,0
102 Not Out,2018,7+,0.75,0,0,1,0,0
Trumbo,2015,18+,0.75,0,0,1,0,0
The African Queen,1952,7+,0.75,0,0,1,0,0
Climax,2018,18+,0.75,0,0,1,0,0
The Mask of Zorro,1998,7+,0.74,0,0,1,0,0
Delicatessen,1991,18+,0.74,0,0,1,0,0
Mallrats,1995,18+,0.74,0,0,1,0,0
An Education,2009,13+,0.74,0,0,1,0,0
Open Your Eyes,1997,18+,0.74,0,0,1,0,0
You Were Never Really Here,2017,18+,0.74,0,0,1,0,0
Eagle Eye,2008,13+,0.74,0,0,1,0,0
Timecrimes,2007,18+,0.74,0,0,1,0,0
Rudy,1993,7+,0.74,0,0,1,0,0
To Catch a Thief,1955,7+,0.74,0,0,1,0,0
Alien Resurrection,1997,18+,0.74,0,0,1,0,0
Pantani: The Accidental Death of a Cyclist,2014,7+,0.74,0,0,1,0,0
The Lost City of Z,2017,13+,0.74,0,0,1,0,0
Photograph,2019,13+,0.74,0,0,1,0,0
All In: The Fight for Democracy,2020,13+,0.74,0,0,1,0,0
Jungle,2017,18+,0.74,0,0,1,0,0
Our Friend,2021,18+,0.74,0,0,1,0,0
Pride,2014,18+,0.74,0,0,1,0,0
Guns Akimbo,2020,18+,0.74,0,0,1,0,0
Hellraiser,1987,18+,0.74,0,0,1,0,0
The Little Prince,2015,7+,0.74,0,0,1,0,0
Seeking a Friend for the End of the World,2012,18+,0.73,0,0,1,0,0
Paterson,2016,18+,0.73,0,0,1,0,0
Time,2020,13+,0.73,0,0,1,0,0
Frailty,2001,18+,0.73,0,0,1,0,0
Julie & Julia,2009,13+,0.73,0,0,1,0,0
Troll Hunter,2010,13+,0.73,0,0,1,0,0
Grizzly Man,2005,18+,0.73,0,0,1,0,0
The Gravedancers,2006,18+,0.73,0,0,1,0,0
Suspiria,2018,18+,0.73,0,0,1,0,0
Top Secret!,1984,7+,0.73,0,0,1,0,0
Get Duked!,2019,18+,0.73,0,0,1,0,0
Mr. Church,2016,13+,0.73,0,0,1,0,0
Rambo: Last Blood,2019,18+,0.73,0,0,1,0,0
Salaam Namaste,2005,7+,0.73,0,0,1,0,0
What If,2013,13+,0.72,0,0,1,0,0
The Salesman,2016,13+,0.72,0,0,1,0,0
Monsters,2010,18+,0.72,0,0,1,0,0
Super Size Me,2004,13+,0.72,0,0,1,0,0
Cold War,2018,18+,0.72,0,0,1,0,0
Biutiful,2010,18+,0.72,0,0,1,0,0
Unhinged,2020,18+,0.72,0,0,1,0,0
Ali,2001,18+,0.72,0,0,1,0,0
Honest Thief,2020,13+,0.72,0,0,1,0,0
Pinocchio,2019,13+,0.72,0,0,1,1,0
The Vast of Night,2020,13+,0.72,0,0,1,0,0
Green Lantern,2011,13+,0.72,0,0,1,0,0
Kingpin,1996,13+,0.72,0,0,1,0,0
The Italian Job,1969,all,0.72,0,0,1,0,0
Tiger Zinda Hai,2017,7+,0.72,0,0,1,0,0
The Discreet Charm of the Bourgeoisie,1972,7+,0.72,0,0,1,0,0
The Last Castle,2001,18+,0.72,0,0,1,0,0
Colombiana,2011,13+,0.72,0,0,1,0,0
Marie Antoinette,2006,13+,0.72,0,0,1,0,0
Burlesque,2010,13+,0.72,0,0,1,0,0
Hard Eight,1996,18+,0.72,0,0,1,0,0
Badrinath Ki Dulhania,2017,7+,0.72,0,0,1,0,0
Nick and Norah's Infinite Playlist,2008,13+,0.72,0,0,1,0,0
Star Trek: Nemesis,2002,13+,0.72,0,0,1,0,0
The Dressmaker,2015,18+,0.72,0,0,1,0,0
Reign of Fire,2002,13+,0.72,0,0,1,0,0
Rent,2005,13+,0.71,0,0,1,0,0
The Quiet Man,1952,all,0.71,0,0,1,0,0
Vantage Point,2008,13+,0.71,0,0,1,0,0
The Aeronauts,2019,13+,0.71,0,0,1,0,0
Lords of Dogtown,2005,13+,0.71,0,0,1,0,0
The Flaw,2011,13+,0.71,0,0,1,0,0
Why Did I Get Married?,2007,13+,0.71,0,0,1,0,0
Testament of Youth,2014,13+,0.71,0,0,1,0,0
The Taking of Pelham One Two Three,1974,18+,0.71,0,0,1,0,0
House of Sand and Fog,2003,18+,0.71,0,0,1,0,0
Rangasthalam,2018,13+,0.71,0,0,1,0,0
Vivarium,2019,18+,0.71,0,0,1,0,0
Goon,2012,18+,0.71,0,0,1,0,0
The Devil's Double,2011,18+,0.71,0,0,1,0,0
The Odd Couple,1968,all,0.7,0,0,1,0,0
The Men Who Stare at Goats,2009,18+,0.7,0,0,1,0,0
The Informer,2019,18+,0.7,0,0,1,0,0
Hector and the Search for Happiness,2014,18+,0.7,0,0,1,0,0
The Collector,2009,18+,0.7,0,0,1,0,0
"See No Evil, Hear No Evil",1989,18+,0.7,0,0,1,0,0
The Party,1968,7+,0.7,0,0,1,0,0
The Towering Inferno,1974,7+,0.7,0,0,1,0,0
The Grudge,2004,13+,0.7,0,0,1,0,0
Beowulf,2007,13+,0.7,0,0,1,0,0
Of Mice and Men,1992,13+,0.7,0,0,1,0,0
True Grit,1969,all,0.7,0,0,1,0,0
Unsane,2018,18+,0.7,0,0,1,0,0
Tickled,2016,18+,0.7,0,0,1,0,0
The Last Unicorn,1982,all,0.7,0,0,1,0,0
The Neon Demon,2016,18+,0.7,0,0,1,0,0
The Last Black Man in San Francisco,2019,18+,0.7,0,0,1,0,0
The Ghost and the Darkness,1996,18+,0.7,0,0,1,0,0
Two Night Stand,2014,18+,0.7,0,0,1,0,0
Coming 2 America,2021,13+,0.7,0,0,1,0,0
Searching for Bobby Fischer,1993,7+,0.7,0,0,1,0,0
Becoming Cary Grant,2017,7+,0.7,0,0,1,0,0
Hummingbird,2013,18+,0.7,0,0,1,0,0
Little Big Man,1970,16+,0.7,0,0,1,0,0
Fist of Fury,1972,18+,0.69,0,0,1,0,0
Fanboys,2009,13+,0.69,0,0,1,0,0
The Monster Squad,1987,13+,0.69,0,0,1,0,0
Uncle Tom,2020,all,0.69,0,0,1,0,0
Candy,2006,18+,0.69,0,0,1,0,0
Europa Report,2013,13+,0.69,0,0,1,0,0
Romeo and Juliet,1968,7+,0.69,0,0,1,0,0
Irrational Man,2015,18+,0.69,0,0,1,0,0
Before I Go to Sleep,2014,18+,0.69,0,0,1,0,0
Miss Pettigrew Lives for a Day,2008,13+,0.69,0,0,1,0,0
The Uninvited,2009,13+,0.69,0,0,1,0,0
The Ladykillers,2004,18+,0.69,0,0,1,0,0
The Map of Tiny Perfect Things,2021,13+,0.69,0,0,1,0,0
House of 1000 Corpses,2003,18+,0.69,0,0,1,0,0
30 Minutes or Less,2011,16+,0.69,0,0,1,0,0
Lara Croft: Tomb Raider - The Cradle of Life,2003,13+,0.69,0,0,1,0,0
Ek Tha Tiger,2012,13+,0.69,0,0,1,0,0
StreetDance 3D,2010,13+,0.69,0,0,1,0,0
Phantasm,1979,18+,0.69,0,0,1,0,0
Café Society,2016,13+,0.69,0,0,1,0,0
The Green Hornet,2011,13+,0.69,0,0,1,0,0
Small Soldiers,1998,13+,0.69,0,0,1,0,0
Danger Close: The Battle of Long Tan,2019,18+,0.69,0,0,1,0,0
Bringing Out the Dead,1999,18+,0.69,0,0,1,0,0
Unlocked,2017,18+,0.69,0,0,1,0,0
Funny Girl,1968,all,0.69,0,0,1,0,0
Pawn Sacrifice,2015,13+,0.69,0,0,1,0,0
Dhoom,2004,7+,0.69,0,0,1,0,0
The Three Burials of Melquiades Estrada,2005,18+,0.69,0,0,1,0,0
Open Season,2006,7+,0.69,0,0,1,0,0
The Limey,1999,18+,0.69,0,0,1,0,0
Uncle Frank,2020,18+,0.69,0,0,1,0,0
Bad Lieutenant,1992,18+,0.69,0,0,1,0,0
The Loved Ones,2009,18+,0.69,0,0,1,0,0
City Island,2009,13+,0.69,0,0,1,0,0
Tom Clancy's Without Remorse,2021,18+,0.69,0,0,1,0,0
A Rainy Day in New York,2019,13+,0.68,0,0,1,0,0
Veer-Zaara,2004,7+,0.68,0,0,1,0,0
A Brilliant Young Mind,2014,13+,0.68,0,0,1,0,0
The Family Stone,2005,13+,0.68,0,0,1,0,0
My Name Is Nobody,1973,7+,0.68,0,0,1,0,0
John Dies at the End,2012,18+,0.68,0,0,1,0,0
Æon Flux,2005,13+,0.68,0,0,1,0,0
To Rome with Love,2012,18+,0.68,0,0,1,0,0
Iron Sky,2012,18+,0.68,0,0,1,0,0
Sky Captain and the World of Tomorrow,2004,7+,0.68,0,0,1,0,0
Life in a Year,2020,13+,0.68,0,0,1,0,0
The Spanish Prisoner,1998,7+,0.68,0,0,1,0,0
Centurion,2010,18+,0.68,0,0,1,0,0
Theeran Adhigaaram Ondru,2017,18+,0.68,0,0,1,0,0
Courageous,2011,13+,0.68,0,0,1,0,0
The 36th Chamber of Shaolin,1978,18+,0.68,0,0,1,0,0
Narc,2002,18+,0.68,0,0,1,0,0
The Lady in the Van,2015,13+,0.68,0,0,1,0,0
Author: The JT LeRoy Story,2016,18+,0.68,0,0,1,0,0
Life Itself,2018,18+,0.68,0,0,1,0,0
An Inspector Calls,2015,7+,0.68,0,0,1,0,0
The Shootist,1976,7+,0.68,0,0,1,0,0
The House Bunny,2008,13+,0.68,0,0,1,0,0
Archive,2020,18+,0.68,0,0,1,0,0
Frozen River,2008,18+,0.68,0,0,1,0,0
The Whistleblower,2010,18+,0.68,0,0,1,0,0
The Accused,1988,18+,0.68,0,0,1,0,0
In Order of Disappearance,2014,18+,0.68,0,0,1,0,0
Aparajito,1956,13+,0.68,0,0,1,0,0
Pulse,2001,18+,0.68,0,0,1,0,0
Scoop,2006,13+,0.68,0,0,1,0,0
Dorian Gray,2009,18+,0.68,0,0,1,0,0
"Don't Worry, He Won't Get Far on Foot",2018,18+,0.68,0,0,1,0,0
The Hunter,2011,18+,0.68,0,0,1,0,0
High Life,2018,18+,0.68,0,0,1,0,0
Priest,2011,13+,0.67,0,0,1,0,0
Pumping Iron,1977,7+,0.67,0,0,1,0,0
Splinter,2008,18+,0.67,0,0,1,0,0
Fathers and Daughters,2015,18+,0.67,0,0,1,0,0
Alan Partridge: Alpha Papa,2013,13+,0.67,0,0,1,0,0
Penguin Highway,2018,7+,0.67,0,0,1,0,0
Spun,2002,18+,0.67,0,0,1,0,0
Porky's,1981,18+,0.67,0,0,1,0,0
The Ultimate Gift,2007,7+,0.67,0,0,1,0,0
The Mexican,2001,18+,0.67,0,0,1,0,0
The Ruins,2008,18+,0.67,0,0,1,0,0
George Carlin: It's Bad for Ya!,2008,18+,0.67,0,0,1,0,0
Angela's Ashes,1999,18+,0.67,0,0,1,0,0
Lisa and the Devil,1973,18+,0.67,0,0,1,0,0
Premonition,2007,13+,0.67,0,0,1,0,0
Stories We Tell,2012,13+,0.67,0,0,1,0,0
Bad Samaritan,2018,18+,0.67,0,0,1,0,0
Carriers,2009,13+,0.67,0,0,1,0,0
"Jeff, Who Lives at Home",2011,18+,0.67,0,0,1,0,0
Jolt,2021,18+,0.67,0,0,1,0,0
Wiener-Dog,2016,18+,0.67,0,0,1,0,0
Mohabbatein,2000,7+,0.67,0,0,1,0,0
Riding in Cars with Boys,2001,13+,0.67,0,0,1,0,0
Lake Mungo,2009,18+,0.67,0,0,1,0,0
Arbitrage,2012,18+,0.67,0,0,1,0,0
Last Flag Flying,2017,18+,0.67,0,0,1,0,0
Macbeth,2015,18+,0.67,0,0,1,0,0
The Goldfinch,2019,18+,0.67,0,0,1,0,0
The Man Who Fell to Earth,1976,18+,0.67,0,0,1,0,0
Absolutely Anything,2015,18+,0.67,0,0,1,0,0
The Parallax View,1974,18+,0.67,0,0,1,0,0
Explorers,1985,7+,0.67,0,0,1,0,0
The Taking of Deborah Logan,2014,18+,0.66,0,0,1,0,0
Two for the Money,2005,18+,0.66,0,0,1,0,0
The Silencing,2020,18+,0.66,0,0,1,0,0
Why We Fight,2005,13+,0.66,0,0,1,0,0
Fahrenheit 11/9,2018,18+,0.66,0,0,1,0,0
Deuce Bigalow: Male Gigolo,1999,18+,0.66,0,0,1,0,0
Birdy,1984,18+,0.66,0,0,1,0,0
How I Live Now,2013,18+,0.66,0,0,1,0,0
Absence of Malice,1981,7+,0.66,0,0,1,0,0
Rudderless,2014,18+,0.66,0,0,1,0,0
School Ties,1992,13+,0.66,0,0,1,0,0
To End All Wars,2001,18+,0.66,0,0,1,0,0
Repo! The Genetic Opera,2008,18+,0.66,0,0,1,0,0
You're Not You,2014,18+,0.66,0,0,1,0,0
After Porn Ends 2,2017,18+,0.66,0,0,1,0,0
Words on Bathroom Walls,2020,13+,0.66,0,0,1,0,0
Grease Live,2016,13+,0.66,0,0,1,0,0
Brigham City,2001,13+,0.66,0,0,1,0,0
Happythankyoumoreplease,2011,18+,0.66,0,0,1,0,0
JCVD,2008,18+,0.66,0,0,1,0,0
How High,2001,18+,0.66,0,0,1,0,0
Bill Frisell: A Portrait,2017,18+,0.66,0,0,1,0,0
Bad Boys,1983,18+,0.66,0,0,1,0,0
Aaja Nachle,2007,all,0.66,0,0,1,0,0
The Souvenir,2019,18+,0.66,0,0,1,0,0
Anna,2013,18+,0.66,0,0,1,0,0
Take This Waltz,2011,18+,0.66,0,0,1,0,0
Things We Lost in the Fire,2007,18+,0.66,0,0,1,0,0
The Warlords,2007,18+,0.66,0,0,1,0,0
The Blackout,2019,18+,0.66,0,0,1,0,0
Jesse Stone: Stone Cold,2005,18+,0.65,0,0,1,0,0
The Joneses,2010,18+,0.65,0,0,1,0,0
Light of My Life,2019,18+,0.65,0,0,1,0,0
The Little Girl Who Lives Down the Lane,1976,7+,0.65,0,0,1,0,0
Dragonslayer,1981,7+,0.65,0,0,1,0,0
Barbarella,1968,7+,0.65,0,0,1,0,0
Fanaa,2006,7+,0.65,0,0,1,0,0
Ondine,2009,13+,0.65,0,0,1,0,0
Hum Tum,2004,7+,0.65,0,0,1,0,0
Love & Friendship,2016,13+,0.65,0,0,1,0,0
Ramona and Beezus,2010,all,0.65,0,0,1,0,0
Monsieur Lazhar,2011,13+,0.65,0,0,1,0,0
Hell House LLC,2015,18+,0.65,0,0,1,0,0
Nightjohn,1996,13+,0.65,0,0,1,0,0
Arjun Reddy,2017,18+,0.65,0,0,1,0,0
Another 48 Hrs.,1990,18+,0.65,0,0,1,0,0
6 Days,2017,18+,0.65,0,0,1,0,0
Barefoot in the Park,1967,all,0.65,0,0,1,0,0
Seberg,2019,18+,0.65,0,0,1,0,0
George Carlin: You Are All Diseased,1999,18+,0.65,0,0,1,0,0
Wonder Wheel,2017,13+,0.65,0,0,1,0,0
This Beautiful Fantastic,2016,7+,0.65,0,0,1,0,0
Night Hunter,2019,18+,0.65,0,0,1,0,0
The Endless Summer,1966,7+,0.65,0,0,1,0,0
Gringo,2018,18+,0.65,0,0,1,0,0
Jay and Silent Bob Reboot,2019,18+,0.65,0,0,1,0,0
Kabali,2016,18+,0.65,0,0,1,0,0
Brad's Status,2017,18+,0.65,0,0,1,0,0
Radioactive,2020,13+,0.65,0,0,1,0,0
I'm Your Woman,2020,18+,0.65,0,0,1,0,0
Beyond the Black Rainbow,2010,18+,0.65,0,0,1,0,0
Starbuck,2011,18+,0.65,0,0,1,0,0
T-34,2018,16+,0.65,0,0,1,0,0
Reservation Road,2007,18+,0.65,0,0,1,0,0
Beast,2018,18+,0.65,0,0,1,0,0
Dil To Pagal Hai,1997,all,0.65,0,0,1,0,0
The Most Dangerous Game,1932,13+,0.65,0,0,1,0,0
Who Killed the Electric Car?,2006,7+,0.65,0,0,1,0,0
Come to Daddy,2020,18+,0.65,0,0,1,0,0
Ta Ra Rum Pum,2007,all,0.65,0,0,1,0,0
Children of a Lesser God,1986,18+,0.65,0,0,1,0,0
That Sugar Film,2014,7+,0.65,0,0,1,0,0
The Woman,2011,18+,0.65,0,0,1,0,0
The Babysitters,2008,18+,0.65,0,0,1,0,0
The Program,2015,13+,0.65,0,0,1,0,0
A Mighty Heart,2007,18+,0.65,0,0,1,0,0
The Night Eats the World,2018,16+,0.65,0,0,1,0,0
The Tall Man,2012,18+,0.65,0,0,1,0,0
OtherLife,2017,18+,0.65,0,0,1,0,0
The Final Cut,2004,13+,0.65,0,0,1,0,0
Nick of Time,1995,18+,0.65,0,0,1,0,0
I Spy,2002,13+,0.65,0,0,1,0,0
Hard Rain,1998,18+,0.64,0,0,1,0,0
Dead & Buried,1981,18+,0.64,0,0,1,0,0
The Brass Teapot,2012,18+,0.64,0,0,1,0,0
Bottle Shock,2008,13+,0.64,0,0,1,0,0
Troop Zero,2019,7+,0.64,0,0,1,0,0
02:22,2017,13+,0.64,0,0,1,0,0
Money Train,1995,18+,0.64,0,0,1,0,0
Trees Lounge,1996,18+,0.64,0,0,1,0,0
Guava Island,2019,18+,0.64,0,0,1,0,0
Better Luck Tomorrow,2002,18+,0.64,0,0,1,0,0
1492: Conquest of Paradise,1992,13+,0.64,0,0,1,0,0
Teeth,2008,18+,0.64,0,0,1,0,0
White Bird in a Blizzard,2014,18+,0.64,0,0,1,0,0
The Secret: Dare to Dream,2020,7+,0.64,0,0,1,0,0
My Bloody Valentine,1981,18+,0.64,0,0,1,0,0
Chemical Hearts,2020,18+,0.64,0,0,1,0,0
Creepshow 2,1987,18+,0.64,0,0,1,0,0
George Carlin: Life Is Worth Losing,2005,18+,0.64,0,0,1,0,0
24 Hours to Live,2017,18+,0.64,0,0,1,0,0
Piranha,1978,18+,0.64,0,0,1,0,0
The Kentucky Fried Movie,1977,18+,0.64,0,0,1,0,0
Hobo with a Shotgun,2011,18+,0.64,0,0,1,0,0
Hondo,1953,7+,0.64,0,0,1,0,0
Regression,2015,18+,0.64,0,0,1,0,0
Detective Byomkesh Bakshy!,2015,18+,0.64,0,0,1,0,0
Space Pirate Captain Harlock,2013,13+,0.64,0,0,1,0,0
Warlock,1989,18+,0.64,0,0,1,0,0
9th Company,2005,18+,0.64,0,0,1,0,0
10 Rillington Place,1971,7+,0.64,0,0,1,0,0
Extracted,2012,18+,0.64,0,0,1,0,0
The Grand Seduction,2013,13+,0.64,0,0,1,0,0
The Double,2011,13+,0.64,0,0,1,0,0
Marauders,2016,18+,0.64,0,0,1,0,0
After the Dark,2013,18+,0.64,0,0,1,0,0
Carnal Knowledge,1971,18+,0.64,0,0,1,0,0
Same Kind of Different as Me,2017,13+,0.64,0,0,1,0,0
I Give It a Year,2013,18+,0.64,0,0,1,0,0
Last Shift,2014,18+,0.64,0,0,1,0,0
Look Away,2018,18+,0.64,0,0,1,0,0
The Transporter Refueled,2015,13+,0.64,0,0,1,0,0
Blue Thunder,1983,18+,0.64,0,0,1,0,0
The Beastmaster,1982,7+,0.64,0,0,1,0,0
Mortal,2020,18+,0.64,0,0,1,0,0
Spread,2009,18+,0.64,0,0,1,0,0
Desert Bloom,1986,7+,0.63,0,0,1,0,0
The Secret of Roan Inish,1994,7+,0.63,0,0,1,0,0
Convoy,1978,7+,0.63,0,0,1,0,0
One Step Behind the Seraphim,2017,13+,0.63,0,0,1,0,0
100 Girls,2000,18+,0.63,0,0,1,0,0
Blind Fury,1989,18+,0.63,0,0,1,0,0
Fat City,1972,7+,0.63,0,0,1,0,0
Arkansas,2020,18+,0.63,0,0,1,0,0
USS Indianapolis: Men of Courage,2016,18+,0.63,0,0,1,0,0
The Beast of War,1988,18+,0.63,0,0,1,0,0
Black Butterfly,2017,18+,0.63,0,0,1,0,0
The Story of Adele H.,1975,7+,0.63,0,0,1,0,0
Gleason,2016,18+,0.63,0,0,1,0,0
Bob Roberts,1992,18+,0.63,0,0,1,0,0
Drug War,2012,18+,0.63,0,0,1,0,0
47 Meters Down: Uncaged,2019,13+,0.63,0,0,1,0,0
Leatherheads,2008,13+,0.63,0,0,1,0,0
Butter,2012,18+,0.63,0,0,1,0,0
I.Q.,1994,7+,0.63,0,0,1,0,0
Bachna Ae Haseeno,2008,7+,0.63,0,0,1,0,0
Any Day Now,2012,18+,0.63,0,0,1,0,0
The Front,1976,7+,0.63,0,0,1,0,0
The Messengers,2007,13+,0.63,0,0,1,0,0
A Girl Like Her,2015,13+,0.63,0,0,1,0,0
Gloria Bell,2019,18+,0.63,0,0,1,0,0
Soapdish,1991,13+,0.63,0,0,1,0,0
When a Stranger Calls,1979,16+,0.63,0,0,1,0,0
Frances,1982,18+,0.63,0,0,1,0,0
Beneath Hill 60,2010,18+,0.63,0,0,1,0,0
The Animal,2001,13+,0.63,0,0,1,0,0
Mikey and Nicky,1976,18+,0.63,0,0,1,0,0
10 Items or Less,2006,18+,0.63,0,0,1,0,0
The Stuff,1985,18+,0.63,0,0,1,0,0
Reefer Madness: The Movie Musical,2006,18+,0.63,0,0,1,0,0
Cold Skin,2017,16+,0.63,0,0,1,0,0
April Fool's Day,1986,18+,0.63,0,0,1,0,0
Hatchet,2006,18+,0.63,0,0,1,0,0
In the Electric Mist,2009,18+,0.63,0,0,1,0,0
Kill Me Three Times,2015,18+,0.63,0,0,1,0,0
Wishmaster,1997,18+,0.63,0,0,1,0,0
Dhoom 2,2006,13+,0.63,0,0,1,0,0
Mardaani,2014,13+,0.63,0,0,1,0,0
Wonderstruck,2017,7+,0.63,0,0,1,0,0
Split Second,1992,18+,0.63,0,0,1,0,0
The Perfect Score,2004,13+,0.63,0,0,1,0,0
Under the Boardwalk: The Monopoly Story,2011,all,0.63,0,0,1,0,0
The Only Living Boy in New York,2017,18+,0.63,0,0,1,0,0
Dante's Inferno: An Animated Epic,2010,18+,0.62,0,0,1,0,0
The Vanishing,2019,18+,0.62,0,0,1,0,0
LOL,2012,13+,0.62,0,0,1,0,0
Georgia Rule,2007,18+,0.62,0,0,1,0,0
Manhattan Night,2016,18+,0.62,0,0,1,0,0
Journey's End,2017,18+,0.62,0,0,1,0,0
Broken Blossoms,1919,13+,0.62,0,0,1,0,0
Beowulf & Grendel,2005,18+,0.62,0,0,1,0,0
Phase IV,1974,7+,0.62,0,0,1,0,0
The Assignment,1997,18+,0.62,0,0,1,0,0
Pet,2016,18+,0.62,0,0,1,0,0
Bharat Ane Nenu,2018,7+,0.62,0,0,1,0,0
Ashby,2015,18+,0.62,0,0,1,0,0
Diary of a Mad Black Woman,2005,13+,0.62,0,0,1,0,0
Janis: Little Girl Blue,2015,18+,0.62,0,0,1,0,0
Fritz the Cat,1972,18+,0.62,0,0,1,0,0
Daawat-e-Ishq,2014,7+,0.62,0,0,1,0,0
Mondays in the Sun,2002,18+,0.62,0,0,1,0,0
Billionaire Boys Club,2018,18+,0.62,0,0,1,0,0
Little Nemo: Adventures in Slumberland,1989,all,0.62,0,0,1,0,0
Remo Williams: The Adventure Begins,1985,13+,0.62,0,0,1,0,0
Gimme Danger,2016,18+,0.62,0,0,1,0,0
Elvis & Nixon,2016,18+,0.62,0,0,1,0,0
Texas Chainsaw 3D,2013,18+,0.62,0,0,1,0,0
The Reef,2010,18+,0.62,0,0,1,0,0
The Gambler,1974,18+,0.62,0,0,1,0,0
Ladies in Lavender,2004,13+,0.62,0,0,1,0,0
Boy Meets Girl,2015,18+,0.62,0,0,1,0,0
I Wish,2011,7+,0.62,0,0,1,0,0
360,2012,18+,0.62,0,0,1,0,0
Motel Hell,1980,18+,0.62,0,0,1,0,0
Bandslam,2009,7+,0.62,0,0,1,0,0
Powder Blue,2009,18+,0.62,0,0,1,0,0
Tumbledown,2015,18+,0.62,0,0,1,0,0
Deuce Bigalow: European Gigolo,2005,18+,0.62,0,0,1,0,0
Donovan's Reef,1963,all,0.62,0,0,1,0,0
Mao's Last Dancer,2009,7+,0.62,0,0,1,0,0
The Two Jakes,1990,18+,0.61,0,0,1,0,0
Assault on Wall Street,2013,18+,0.61,0,0,1,0,0
Herself,2020,18+,0.61,0,0,1,0,0
Bleeding Steel,2017,18+,0.61,0,0,1,0,0
Little Man,2006,13+,0.61,0,0,1,0,0
Home for the Holidays,1995,13+,0.61,0,0,1,0,0
Afternoon Delight,2013,18+,0.61,0,0,1,0,0
Knights of Badassdom,2013,18+,0.61,0,0,1,0,0
Sunday Bloody Sunday,1971,18+,0.61,0,0,1,0,0
Careful What You Wish For,2015,18+,0.61,0,0,1,0,0
The Family Fang,2016,18+,0.61,0,0,1,0,0
The Offence,1973,18+,0.61,0,0,1,0,0
Interview,2007,18+,0.61,0,0,1,0,0
The Band's Visit,2007,13+,0.61,0,0,1,0,0
Final Score,2018,18+,0.61,0,0,1,0,0
Diggstown,1992,18+,0.61,0,0,1,0,0
Big Eden,2000,13+,0.61,0,0,1,0,0
Horsemen,2009,18+,0.61,0,0,1,0,0
Judas Kiss,1998,18+,0.61,0,0,1,0,0
Target Number One,2020,18+,0.61,0,0,1,0,0
Mad Money,2008,13+,0.61,0,0,1,0,0
Band Baaja Baaraat,2010,7+,0.61,0,0,1,0,0
Atlas Shrugged: Part I,2011,13+,0.61,0,0,1,0,0
The Bang Bang Club,2010,18+,0.61,0,0,1,0,0
What Have You Done to Solange?,1972,18+,0.61,0,0,1,0,0
Standing in the Shadows of Motown,2002,7+,0.61,0,0,1,0,0
Hyena Road,2015,18+,0.61,0,0,1,0,0
Necessary Roughness,1991,13+,0.61,0,0,1,0,0
Stomp the Yard,2007,13+,0.61,0,0,1,0,0
The Winslow Boy,1999,all,0.61,0,0,1,0,0
I'll Follow You Down,2013,13+,0.61,0,0,1,0,0
The Wild Geese,1978,18+,0.61,0,0,1,0,0
King of Thieves,2018,18+,0.61,0,0,1,0,0
The Possession of Michael King,2014,18+,0.61,0,0,1,0,0
Heartburn,1986,18+,0.61,0,0,1,0,0
Factory Girl,2006,18+,0.61,0,0,1,0,0
Love Liza,2002,18+,0.61,0,0,1,0,0
The Original Kings of Comedy,2000,18+,0.61,0,0,1,0,0
The Ones Below,2016,18+,0.61,0,0,1,0,0
Black Box,2020,16+,0.61,0,0,1,0,0
The Kill Team,2019,18+,0.61,0,0,1,0,0
Cool World,1992,13+,0.61,0,0,1,0,0
Blackbird,2019,18+,0.61,0,0,1,0,0
Goldstone,2016,18+,0.61,0,0,1,0,0
Jeffrey,1995,18+,0.61,0,0,1,0,0
Never Surrender: A Galaxy Quest Documentary,2019,13+,0.61,0,0,1,0,0
2 Days in New York,2012,18+,0.61,0,0,1,0,0
Right at Your Door,2006,18+,0.61,0,0,1,0,0
Passion Fish,1992,18+,0.61,0,0,1,0,0
The Lords of Salem,2012,18+,0.61,0,0,1,0,0
Serena,2014,18+,0.61,0,0,1,0,0
The Healer,2017,18+,0.61,0,0,1,0,0
Super Size Me 2: Holy Chicken!,2019,13+,0.6,0,0,1,0,0
Kaala Patthar,1979,all,0.6,0,0,1,0,0
Dead Man on Campus,1998,18+,0.6,0,0,1,0,0
The Opposite of Sex,1998,18+,0.6,0,0,1,0,0
A Fantastic Fear of Everything,2012,18+,0.6,0,0,1,0,0
Clockwatchers,1997,13+,0.6,0,0,1,0,0
The Phantom,1996,7+,0.6,0,0,1,0,0
The Little Princess,1939,all,0.6,0,0,1,0,0
Candyman: Farewell to the Flesh,1995,18+,0.6,0,0,1,0,0
Borderland,2007,18+,0.6,0,0,1,0,0
Merantau,2009,18+,0.6,0,0,1,0,0
Tracers,2015,13+,0.6,0,0,1,0,0
Monsters of Man,2020,18+,0.6,0,0,1,0,0
Imagine That,2009,7+,0.6,0,0,1,0,0
Tabu,1931,13+,0.6,0,0,1,0,0
Dil Bole Hadippa!,2009,13+,0.6,0,0,1,0,0
The Answer Man,2009,18+,0.6,0,0,1,0,0
